province/territory,2016,2017,2018,2019,2020,2021,2022,2023,csd_code,csd_name
New Brunswick,0.0,0.0,20.0,40.0,0.0,60.0,79.0,80.0,1309038,Neguac
New Brunswick,6.0,4.0,2.0,5.0,3.0,56.0,25.0,63.0,1309050,Miramichi
New Brunswick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1310001,New Maryland
New Brunswick,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1310002,New Maryland
New Brunswick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1310004,Manners Sutton
New Brunswick,1.0,1.0,1.0,3.0,0.0,14.0,5.0,20.0,1310016,Prince William
New Brunswick,0.0,0.0,0.0,0.0,1.0,0.0,9.0,8.0,1310017,Hanwell
New Brunswick,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1310018,Kingsclear
New Brunswick,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1310024,Southampton
New Brunswick,0.0,0.0,0.0,0.0,0.0,18.0,4.0,6.0,1310028,Douglas
New Brunswick,0.0,7.0,0.0,1.0,0.0,0.0,5.0,5.0,1310031,Saint Marys
New Brunswick,15.0,21.0,16.0,35.0,33.0,63.0,134.0,115.0,1310032,Fredericton
New Brunswick,3.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,1310054,Nackawic
New Brunswick,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1311001,Richmond
New Brunswick,0.0,2.0,3.0,2.0,1.0,1.0,0.0,5.0,1311004,Woodstock
New Brunswick,2.0,19.0,71.0,55.0,76.0,70.0,84.0,46.0,1311006,Woodstock
New Brunswick,37.0,36.0,46.0,68.0,62.0,78.0,81.0,77.0,1311008,Northampton
New Brunswick,0.0,0.0,0.0,3.0,0.0,0.0,8.0,1.0,1311011,Brighton
New Brunswick,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1311012,Hartland
New Brunswick,58.0,30.0,37.0,112.0,5.0,6.0,58.0,14.0,1311014,Wakefield
New Brunswick,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1311018,Wilmot
New Brunswick,0.0,0.0,0.0,0.0,0.0,4.0,38.0,14.0,1311019,Centreville
New Brunswick,0.0,10.0,10.0,7.0,7.0,5.0,1.0,0.0,1311021,Simonds
New Brunswick,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1311024,Peel
New Brunswick,0.0,0.0,0.0,4.0,18.0,16.0,24.0,23.0,1311026,Aberdeen
New Brunswick,9.0,7.0,6.0,38.0,7.0,72.0,70.0,3.0,1311027,Florenceville-Bristol
New Brunswick,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,1311028,Kent
New Brunswick,0.0,0.0,0.0,0.0,0.0,0.0,14.0,18.0,1311031,Wicklow
New Brunswick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1312004,Perth
New Brunswick,5.0,0.0,0.0,0.0,3.0,4.0,44.0,0.0,1312006,Perth-Andover
New Brunswick,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1312014,Denmark
New Brunswick,0.0,0.0,0.0,21.0,48.0,40.0,11.0,57.0,1312016,Grand Falls
New Brunswick,0.0,2.0,1.0,13.0,1.0,0.0,7.0,33.0,1312019,Grand Falls / Grand-Sault
New Brunswick,1.0,0.0,0.0,0.0,3.0,3.0,4.0,10.0,1312021,Drummond
New Brunswick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1312023,Drummond
New Brunswick,0.0,0.0,6.0,0.0,8.0,4.0,8.0,6.0,1313001,Saint-André
New Brunswick,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,1313002,Saint-André
New Brunswick,0.0,0.0,0.0,0.0,0.0,4.0,0.0,25.0,1313004,Saint-Léonard
New Brunswick,0.0,0.0,0.0,3.0,1.0,0.0,10.0,4.0,1313006,Saint-Léonard
New Brunswick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1313011,Sainte-Anne
New Brunswick,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1313020,St. Basile 10
New Brunswick,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1313022,Saint-Joseph
New Brunswick,2.0,0.0,0.0,0.0,0.0,2.0,7.0,1.0,1313024,Saint-Jacques
New Brunswick,4.0,0.0,0.0,4.0,3.0,8.0,9.0,39.0,1313027,Edmundston
New Brunswick,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1313033,St. Hilaire
New Brunswick,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1313035,Baker-Brook
New Brunswick,0.0,0.0,0.0,14.0,9.0,15.0,8.0,25.0,1313039,Clair
New Brunswick,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1313041,Saint-François
New Brunswick,0.0,0.0,0.0,0.0,0.0,1.0,53.0,20.0,1313042,Saint-François de Madawaska
New Brunswick,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1314003,Colborne
New Brunswick,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1314011,Eel River Crossing
New Brunswick,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1314013,Atholville
New Brunswick,0.0,2.0,0.0,4.0,1.0,0.0,11.0,32.0,1314014,Campbellton
New Brunswick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1314020,Kedgwick
New Brunswick,0.0,3.0,2.0,6.0,1.0,2.0,35.0,13.0,1314021,Saint-Quentin
New Brunswick,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,1314022,Saint-Quentin
New Brunswick,3.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1314025,Belledune
New Brunswick,27.0,27.0,28.0,28.0,32.0,0.0,43.0,68.0,1315002,Tracadie
New Brunswick,2.0,1.0,2.0,1.0,0.0,8.0,17.0,80.0,1315011,Bathurst
New Brunswick,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1315014,Petit-Rocher
New Brunswick,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,1315015,Beresford
New Brunswick,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1315020,Paquetville
New Brunswick,0.0,1.0,1.0,0.0,0.0,3.0,30.0,6.0,1315021,Saint-Isidore
New Brunswick,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1315022,Saint-Isidore
New Brunswick,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,1315024,Inkerman
New Brunswick,17.0,0.0,36.0,0.0,17.0,50.0,50.0,50.0,1315026,Caraquet
New Brunswick,0.0,0.0,0.0,0.0,0.0,110.0,186.0,91.0,1315027,Bas-Caraquet
New Brunswick,0.0,1.0,2.0,1.0,4.0,2.0,1.0,11.0,1315028,Caraquet
New Brunswick,0.0,0.0,0.0,1.0,6.0,1.0,0.0,1.0,1315031,Shippagan
New Brunswick,0.0,0.0,0.0,0.0,0.0,105.0,157.0,105.0,1315032,Lamèque
New Brunswick,0.0,0.0,0.0,0.0,0.0,0.0,72.0,48.0,1315033,Sainte-Marie-Saint-Raphaël
New Brunswick,0.0,0.0,0.0,0.0,0.0,20.0,87.0,36.0,1315037,Nigadoo
New Brunswick,2.0,2.0,2.0,3.0,26.0,47.0,167.0,92.0,1315038,Grande-Anse
New Brunswick,245.0,133.0,11.0,9.0,15.0,28.0,63.0,56.0,Unspecified,0
Quebec,0.0,30.0,34.0,68.0,0.0,125.0,259.0,261.0,2401023,Les Îles-de-la-Madeleine
Quebec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,2401042,Grosse-Île
Quebec,4.0,3.0,15.0,14.0,22.0,2.0,24.0,9.0,2402005,Percé
Quebec,0.0,0.0,48.0,55.0,35.0,111.0,166.0,333.0,2402010,Sainte-Thérèse-de-Gaspé
Quebec,0.0,0.0,0.0,0.0,0.0,7.0,46.0,24.0,2402015,Grande-Rivière
Quebec,0.0,1.0,10.0,0.0,0.0,28.0,33.0,47.0,2402028,Chandler
Quebec,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2402047,Port-Daniel--Gascons
Quebec,4.0,9.0,12.0,35.0,91.0,47.0,341.0,182.0,2403005,Gaspé
Quebec,0.0,0.0,0.0,4.0,8.0,8.0,18.0,0.0,2404025,Marsoui
Quebec,1.0,0.0,1.0,0.0,3.0,2.0,16.0,23.0,2404037,Sainte-Anne-des-Monts
Quebec,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,2404047,Cap-Chat
Quebec,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,2405010,Shigawake
Quebec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2405020,Hope Town
Quebec,0.0,0.0,0.0,2.0,0.0,35.0,113.0,0.0,2405032,Paspébiac
Quebec,0.0,0.0,2.0,2.0,3.0,3.0,5.0,2.0,2405045,Bonaventure
Quebec,8.0,20.0,35.0,40.0,40.0,35.0,80.0,0.0,2405055,Saint-Siméon
Quebec,0.0,0.0,0.0,0.0,0.0,2.0,6.0,7.0,2405060,Caplan
Quebec,20.0,4.0,9.0,8.0,0.0,10.0,25.0,23.0,2405070,New Richmond
Quebec,0.0,0.0,0.0,0.0,0.0,6.0,12.0,2.0,2405077,Cascapédia--Saint-Jules
Quebec,4.0,3.0,3.0,2.0,1.0,3.0,13.0,20.0,2406005,Maria
Quebec,1.0,4.0,4.0,6.0,14.0,12.0,15.0,14.0,2406013,Carleton-sur-Mer
Quebec,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2406020,Nouvelle
Quebec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2406030,Pointe-à-la-Croix
Quebec,0.0,0.0,0.0,1.0,2.0,0.0,13.0,1.0,2407018,Causapscal
Quebec,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2407030,Saint-Léon-le-Grand
Quebec,0.0,0.0,0.0,1.0,2.0,1.0,4.0,2.0,2407035,Saint-Zénon-du-Lac-Humqui
Quebec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2407040,Sainte-Irène
Quebec,0.0,0.0,0.0,1.0,4.0,5.0,18.0,22.0,2407047,Amqui
Quebec,0.0,0.0,0.0,12.0,8.0,10.0,51.0,12.0,2407057,Lac-au-Saumon
Quebec,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2407065,Saint-Alexandre-des-Lacs
Quebec,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2407070,Saint-Tharcisius
Quebec,0.0,0.0,4.0,9.0,6.0,17.0,19.0,24.0,2407080,Val-Brillant
Quebec,0.0,0.0,0.0,0.0,0.0,2.0,11.0,11.0,2407100,Saint-Noël
Quebec,0.0,0.0,1.0,9.0,7.0,7.0,10.0,15.0,2407105,Saint-Damase
Quebec,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,2408005,Les Méchins
Quebec,0.0,0.0,0.0,0.0,2.0,2.0,7.0,3.0,2408023,Sainte-Félicité
Quebec,4.0,4.0,7.0,22.0,57.0,81.0,175.0,264.0,2408053,Matane
Quebec,1.0,0.0,1.0,3.0,2.0,2.0,4.0,13.0,2408073,Saint-Ulric
Quebec,4.0,2.0,6.0,7.0,10.0,13.0,10.0,14.0,2408080,Baie-des-Sables
Quebec,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2409005,La Rédemption
Quebec,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2409010,Saint-Charles-Garnier
Quebec,0.0,0.0,0.0,3.0,4.0,7.0,3.0,5.0,2409015,Les Hauteurs
Quebec,0.0,0.0,0.0,0.0,0.0,10.0,2.0,18.0,2409025,Saint-Gabriel-de-Rimouski
Quebec,0.0,1.0,2.0,3.0,1.0,0.0,0.0,4.0,2409030,Saint-Donat
Quebec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2409035,Sainte-Angèle-de-Mérici
Quebec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2409048,Métis-sur-Mer
Quebec,0.0,2.0,2.0,3.0,2.0,3.0,4.0,0.0,2409055,Saint-Octave-de-Métis
Quebec,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,2409065,Price
Quebec,0.0,0.0,0.0,15.0,15.0,15.0,16.0,11.0,2409070,Saint-Joseph-de-Lepage
Quebec,0.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,2409077,Mont-Joli
Quebec,0.0,0.0,0.0,0.0,2.0,2.0,6.0,1.0,2409085,Sainte-Flavie
Quebec,2.0,4.0,4.0,13.0,4.0,16.0,25.0,8.0,2409092,Sainte-Luce
Quebec,0.0,0.0,0.0,4.0,1.0,5.0,1.0,0.0,2410010,La Trinité-des-Monts
Quebec,0.0,0.0,0.0,1.0,0.0,2.0,7.0,10.0,2410015,Saint-Narcisse-de-Rimouski
Quebec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2410025,Saint-Marcellin
Quebec,0.0,0.0,0.0,0.0,0.0,2.0,2.0,14.0,2410030,Saint-Anaclet-de-Lessard
Quebec,2.0,2.0,13.0,22.0,39.0,40.0,114.0,193.0,2410043,Rimouski
Quebec,0.0,0.0,1.0,2.0,4.0,5.0,5.0,4.0,2410060,Saint-Valérien
Quebec,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,2410070,Saint-Fabien
Quebec,0.0,4.0,0.0,9.0,6.0,38.0,6.0,0.0,2411005,Saint-Clément
Quebec,0.0,0.0,3.0,8.0,8.0,8.0,11.0,10.0,2411010,Saint-Jean-de-Dieu
Quebec,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2411025,Saint-Médard
Quebec,0.0,0.0,0.0,2.0,2.0,3.0,4.0,5.0,2411030,Sainte-Françoise
Quebec,34.0,44.0,32.0,31.0,3.0,2.0,10.0,13.0,2411035,Saint-Éloi
Quebec,0.0,0.0,0.0,3.0,1.0,2.0,14.0,23.0,2411040,Trois-Pistoles
Quebec,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2411050,Saint-Mathieu-de-Rioux
Quebec,0.0,0.0,1.0,1.0,2.0,1.0,2.0,3.0,2411055,Saint-Simon
Quebec,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2412005,Saint-Cyprien
Quebec,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2412010,Saint-Hubert-de-Rivière-du-Loup
Quebec,0.0,0.0,0.0,1.0,0.0,1.0,11.0,45.0,2412015,Saint-Antonin
Quebec,0.0,1.0,3.0,1.0,3.0,1.0,4.0,6.0,2412020,Saint-Modeste
Quebec,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2412025,Saint-François-Xavier-de-Viger
Quebec,2.0,0.0,2.0,5.0,3.0,1.0,4.0,4.0,2412030,Saint-Épiphane
Quebec,0.0,0.0,6.0,9.0,14.0,4.0,16.0,29.0,2412043,L'Isle-Verte
Quebec,6.0,4.0,6.0,12.0,10.0,8.0,16.0,19.0,2412045,Notre-Dame-des-Sept-Douleurs
Quebec,2.0,0.0,1.0,4.0,1.0,3.0,15.0,12.0,2412057,Cacouna
Quebec,26.0,28.0,28.0,31.0,34.0,41.0,67.0,47.0,2412065,Saint-Arsène
Quebec,10.0,35.0,56.0,93.0,77.0,104.0,302.0,287.0,2412072,Rivière-du-Loup
Quebec,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2412080,Notre-Dame-du-Portage
Quebec,0.0,0.0,0.0,4.0,1.0,3.0,14.0,7.0,2413005,Dégelis
Quebec,0.0,0.0,0.0,0.0,0.0,5.0,5.0,12.0,2413020,Saint-Marc-du-Lac-Long
Quebec,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2413025,Rivière-Bleue
Quebec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2413030,Saint-Eusèbe
Quebec,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2413040,Saint-Juste-du-Lac
Quebec,0.0,0.0,0.0,0.0,0.0,1.0,6.0,8.0,2413045,Auclair
Quebec,0.0,0.0,0.0,3.0,4.0,1.0,12.0,16.0,2413050,Lejeune
Quebec,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2413055,Biencourt
Quebec,0.0,0.0,0.0,0.0,0.0,7.0,14.0,5.0,2413060,Lac-des-Aigles
Quebec,0.0,0.0,0.0,0.0,1.0,12.0,8.0,26.0,2413073,Témiscouata-sur-le-Lac
Quebec,0.0,2.0,0.0,7.0,6.0,10.0,11.0,10.0,2413075,Saint-Pierre-de-Lamy
Quebec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2413080,Saint-Louis-du-Ha! Ha!
Quebec,0.0,0.0,2.0,2.0,3.0,7.0,4.0,7.0,2413095,Pohénégamook
Quebec,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2413100,Saint-Athanase
Quebec,0.0,0.0,2.0,0.0,1.0,4.0,9.0,5.0,2414005,Mont-Carmel
Quebec,0.0,1.0,10.0,17.0,13.0,11.0,19.0,35.0,2414018,Saint-Pascal
Quebec,0.0,0.0,1.0,8.0,2.0,6.0,9.0,7.0,2414025,Sainte-Hélène-de-Kamouraska
Quebec,0.0,0.0,5.0,10.0,5.0,12.0,10.0,8.0,2414030,Saint-Joseph-de-Kamouraska
Quebec,51.0,49.0,32.0,66.0,90.0,53.0,144.0,145.0,2414035,Saint-Alexandre-de-Kamouraska
Quebec,0.0,1.0,0.0,1.0,2.0,3.0,5.0,10.0,2414040,Saint-André
Quebec,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2414045,Saint-Germain
Quebec,3.0,1.0,0.0,7.0,8.0,8.0,18.0,15.0,2414050,Kamouraska
Quebec,0.0,0.0,2.0,5.0,8.0,10.0,8.0,8.0,2414055,Saint-Denis-De La Bouteillerie
Quebec,0.0,0.0,0.0,1.0,1.0,8.0,8.0,11.0,2414060,Saint-Philippe-de-Néri
Quebec,3.0,4.0,10.0,43.0,22.0,38.0,49.0,67.0,2414065,Rivière-Ouelle
Quebec,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2414075,Saint-Gabriel-Lalemant
Quebec,0.0,4.0,8.0,14.0,11.0,9.0,26.0,34.0,2414090,Sainte-Anne-de-la-Pocatière
Quebec,0.0,0.0,2.0,4.0,9.0,9.0,11.0,2.0,2415005,Saint-Irénée
Quebec,15.0,31.0,50.0,79.0,50.0,14.0,94.0,53.0,2415013,La Malbaie
Quebec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2415025,Notre-Dame-des-Monts
Quebec,0.0,0.0,2.0,0.0,0.0,0.0,10.0,11.0,2415030,Saint-Aimé-des-Lacs
Quebec,0.0,0.0,3.0,3.0,5.0,1.0,3.0,4.0,2415035,Clermont
Quebec,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2415058,Saint-Siméon
Quebec,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2415065,Baie-Sainte-Catherine
Quebec,0.0,0.0,0.0,0.0,0.0,1.0,16.0,4.0,2416005,Petite-Rivière-Saint-François
Quebec,4.0,13.0,12.0,22.0,56.0,33.0,98.0,83.0,2416013,Baie-Saint-Paul
Quebec,0.0,0.0,0.0,2.0,11.0,3.0,11.0,8.0,2416023,L'Isle-aux-Coudres
Quebec,33.0,19.0,34.0,63.0,15.0,26.0,30.0,26.0,2416048,Les Éboulements
Quebec,0.0,0.0,0.0,5.0,5.0,8.0,7.0,12.0,2416050,Saint-Hilarion
Quebec,8.0,7.0,14.0,18.0,17.0,10.0,39.0,19.0,2416055,Saint-Urbain
Quebec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2417005,Saint-Omer
Quebec,0.0,0.0,0.0,5.0,10.0,12.0,64.0,42.0,2417010,Saint-Pamphile
Quebec,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2417015,Saint-Adalbert
Quebec,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2417025,Sainte-Félicité
Quebec,0.0,2.0,2.0,7.0,4.0,3.0,0.0,7.0,2417040,Saint-Damase-de-L'Islet
Quebec,0.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,2417055,Saint-Aubert
Quebec,0.0,0.0,0.0,3.0,8.0,0.0,8.0,8.0,2417060,Sainte-Louise
Quebec,0.0,0.0,6.0,16.0,18.0,21.0,19.0,19.0,2417065,Saint-Roch-des-Aulnaies
Quebec,5.0,2.0,6.0,15.0,26.0,11.0,86.0,41.0,2417070,Saint-Jean-Port-Joli
Quebec,27.0,22.0,53.0,44.0,69.0,64.0,116.0,102.0,2417078,L'Islet
Quebec,0.0,0.0,4.0,7.0,5.0,6.0,21.0,18.0,2418005,Saint-Just-de-Bretenières
Quebec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2418030,Saint-Paul-de-Montminy
Quebec,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,2418035,Sainte-Euphémie-sur-Rivière-du-Sud
Quebec,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2418040,Notre-Dame-du-Rosaire
Quebec,1.0,7.0,14.0,23.0,36.0,29.0,66.0,50.0,2418045,Cap-Saint-Ignace
Quebec,3.0,0.0,4.0,30.0,30.0,15.0,81.0,98.0,2418050,Montmagny
Quebec,0.0,0.0,3.0,2.0,2.0,4.0,8.0,7.0,2418055,Saint-Pierre-de-la-Rivière-du-Sud
Quebec,12.0,19.0,18.0,36.0,27.0,35.0,70.0,47.0,2418060,Saint-François-de-la-Rivière-du-Sud
Quebec,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2418065,Berthier-sur-Mer
Quebec,6.0,8.0,7.0,9.0,9.0,15.0,10.0,6.0,2418070,Saint-Antoine-de-l'Isle-aux-Grues
Quebec,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2419005,Saint-Philémon
Quebec,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2419010,Notre-Dame-Auxiliatrice-de-Buckland
Quebec,0.0,0.0,3.0,2.0,2.0,5.0,8.0,3.0,2419015,Saint-Nazaire-de-Dorchester
Quebec,0.0,0.0,0.0,3.0,1.0,3.0,4.0,5.0,2419020,Saint-Léon-de-Standon
Quebec,0.0,2.0,0.0,0.0,1.0,1.0,2.0,4.0,2419025,Saint-Malachie
Quebec,6.0,6.0,2.0,38.0,48.0,61.0,21.0,69.0,2419030,Saint-Damien-de-Buckland
Quebec,0.0,0.0,0.0,2.0,2.0,2.0,1.0,3.0,2419037,Armagh
Quebec,4.0,8.0,9.0,5.0,11.0,19.0,13.0,16.0,2419050,Saint-Lazare-de-Bellechasse
Quebec,8.0,15.0,12.0,30.0,25.0,17.0,75.0,78.0,2419055,Sainte-Claire
Quebec,18.0,25.0,41.0,97.0,71.0,68.0,315.0,159.0,2419062,Saint-Anselme
Quebec,30.0,5.0,56.0,98.0,82.0,88.0,278.0,134.0,2419068,Saint-Henri
Quebec,0.0,0.0,0.0,1.0,1.0,5.0,8.0,18.0,2419070,Honfleur
Quebec,0.0,0.0,2.0,4.0,6.0,10.0,12.0,12.0,2419075,Saint-Gervais
Quebec,0.0,0.0,4.0,1.0,1.0,2.0,5.0,8.0,2419082,Saint-Raphaël
Quebec,16.0,10.0,13.0,15.0,14.0,15.0,29.0,25.0,2419090,La Durantaye
Quebec,61.0,50.0,60.0,77.0,12.0,110.0,51.0,100.0,2419097,Saint-Charles-de-Bellechasse
Quebec,0.0,2.0,7.0,14.0,13.0,14.0,21.0,74.0,2419105,Beaumont
Quebec,0.0,0.0,0.0,8.0,6.0,9.0,11.0,25.0,2419110,Saint-Michel-de-Bellechasse
Quebec,1.0,0.0,2.0,9.0,8.0,13.0,19.0,15.0,2419117,Saint-Vallier
Quebec,29.0,33.0,16.0,109.0,60.0,63.0,61.0,71.0,2420005,Saint-François-de-l'Île-d'Orléans
Quebec,51.0,19.0,30.0,58.0,72.0,55.0,96.0,83.0,2420010,Sainte-Famille
Quebec,219.0,281.0,244.0,29.0,355.0,494.0,370.0,406.0,2420015,Saint-Jean-de-l'Île-d'Orléans
Quebec,427.0,404.0,450.0,642.0,455.0,512.0,726.0,765.0,2420020,Saint-Laurent-de-l'Île-d'Orléans
Quebec,0.0,0.0,39.0,15.0,45.0,25.0,87.0,65.0,2420025,Saint-Pierre-de-l'Île-d'Orléans
Quebec,64.0,72.0,127.0,105.0,6.0,189.0,130.0,95.0,2420030,Sainte-Pétronille
Quebec,4.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,2421005,Saint-Tite-des-Caps
Quebec,5.0,3.0,2.0,8.0,4.0,9.0,4.0,4.0,2421010,Saint-Ferréol-les-Neiges
Quebec,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2421020,Saint-Joachim
Quebec,0.0,0.0,1.0,2.0,2.0,1.0,17.0,24.0,2421025,Beaupré
Quebec,0.0,1.0,0.0,0.0,2.0,13.0,7.0,14.0,2421030,Sainte-Anne-de-Beaupré
Quebec,0.0,0.0,1.0,4.0,4.0,11.0,13.0,20.0,2421035,Château-Richer
Quebec,0.0,0.0,0.0,1.0,0.0,0.0,19.0,6.0,2421040,L'Ange-Gardien
Quebec,0.0,0.0,1.0,0.0,1.0,0.0,11.0,6.0,2421045,Boischatel
Quebec,2.0,0.0,1.0,11.0,11.0,7.0,37.0,21.0,2422005,Sainte-Catherine-de-la-Jacques-Cartier
Quebec,0.0,0.0,0.0,0.0,1.0,0.0,10.0,14.0,2422020,Shannon
Quebec,0.0,0.0,0.0,5.0,2.0,0.0,3.0,25.0,2422025,Saint-Gabriel-de-Valcartier
Quebec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2422030,Lac-Delage
Quebec,1.0,1.0,1.0,1.0,2.0,1.0,22.0,21.0,2422035,Stoneham-et-Tewkesbury
Quebec,2.0,5.0,9.0,5.0,2.0,1.0,18.0,15.0,2422040,Lac-Beauport
Quebec,0.0,0.0,0.0,0.0,6.0,16.0,43.0,30.0,2422045,Sainte-Brigitte-de-Laval
Quebec,245.0,326.0,639.0,1217.0,1210.0,1201.0,3657.0,3502.0,2423027,Québec
Quebec,1.0,0.0,4.0,9.0,14.0,15.0,72.0,129.0,2423057,L'Ancienne-Lorette
Quebec,22.0,17.0,45.0,66.0,137.0,111.0,452.0,270.0,2423072,Saint-Augustin-de-Desmaures
Quebec,0.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,2423802,Wendake
Quebec,332.0,281.0,294.0,709.0,676.0,873.0,1639.0,1095.0,2425213,Lévis
Quebec,0.0,0.0,0.0,2.0,1.0,5.0,10.0,12.0,2426005,Frampton
Quebec,0.0,0.0,8.0,14.0,15.0,4.0,26.0,20.0,2426010,Saints-Anges
Quebec,0.0,119.0,0.0,129.0,125.0,14.0,205.0,30.0,2426015,Vallée-Jonction
Quebec,4.0,6.0,9.0,15.0,22.0,21.0,36.0,34.0,2426022,Saint-Elzéar
Quebec,15.0,14.0,29.0,79.0,105.0,83.0,338.0,212.0,2426030,Sainte-Marie
Quebec,0.0,0.0,2.0,21.0,4.0,9.0,14.0,11.0,2426035,Sainte-Marguerite
Quebec,0.0,0.0,1.0,1.0,5.0,5.0,8.0,4.0,2426040,Sainte-Hénédine
Quebec,0.0,1.0,3.0,5.0,18.0,40.0,51.0,54.0,2426048,Scott
Quebec,45.0,14.0,31.0,82.0,91.0,100.0,109.0,71.0,2426055,Saint-Bernard
Quebec,10.0,11.0,14.0,34.0,13.0,40.0,20.0,46.0,2426063,Saint-Isidore
Quebec,2.0,10.0,9.0,34.0,23.0,22.0,95.0,64.0,2426070,Saint-Lambert-de-Lauzon
